POST_CODE,MUNICIPALITY,CITY_SHIRE,SUBURB_GROUP,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,prelim 2023,change 2021-22,change 2021-22,Growth PA,SUBURB_NAMES
3754,Northern municipalities and their suburbs,City of Whittlesea,Outer,450000.0,415000.0,430000.0,440000.0,470500.0,550000.0,601000.0,598000.0,625000,705000,741500,700000,5,65,5.1,"Doreen, Doreen, Mernda"
3754,Northern municipalities and their suburbs,City of Whittlesea,Outer,374500.0,375000.0,370000.0,410000.0,430000.0,525000.0,573500.0,552000.0,570000,670000,680000,642500,1,82,6.1,"Doreen, Doreen, Mernda"
3763,Northern municipalities and their suburbs,Shire of Nillumbik,Outer,310000.0,330000.0,318000.0,340000.0,346000.0,458000.0,480000.0,555000.0,600000,640000,770000,645000,20,148,9.5,Kinglake
3076,Northern municipalities and their suburbs,City of Whittlesea,Outer,365000.0,366500.0,386500.0,400000.0,455000.0,556500.0,600000.0,546000.0,577000,652500,677000,639000,4,85,6.4,Epping
3075,Northern municipalities and their suburbs,City of Whittlesea,Outer,360500.0,365000.0,385000.0,445000.0,499500.0,625500.0,625000.0,590000.0,623000,700000,700000,655000,0,94,6.9,Lalor
3082,Northern municipalities and their suburbs,City of Whittlesea,Outer,405000.0,408000.0,430500.0,480000.0,560000.0,668500.0,657000.0,653000.0,690000,755000,786000,755000,4,94,6.9,Mill Park
3752,Northern municipalities and their suburbs,City of Whittlesea,Outer,420000.0,415000.0,420000.0,450000.0,502000.0,610500.0,634500.0,625500.0,636000,728000,765000,710000,5,82,6.2,South Morang
3074,Northern municipalities and their suburbs,City of Whittlesea,Outer,365000.0,390000.0,420000.0,437000.0,493000.0,654000.0,636000.0,592000.0,620000,720000,710000,680000,-1,95,6.9,Thomastown
3756,Northern municipalities and their suburbs,City of Whittlesea,Outer,335000.0,341500.0,356000.0,362000.0,375000.0,425000.0,490000.0,480000.0,520000,580000,630000,600000,9,88,6.5,Wallan
3757,Northern municipalities and their suburbs,City of Whittlesea,Outer,365000.0,375000.0,375000.0,400000.0,448500.0,469500.0,577500.0,581000.0,610000,675000,740000,712500,10,103,7.3,Whittlesea
3750,Northern municipalities and their suburbs,City of Whittlesea,Outer,410000.0,400000.0,395000.0,432000.0,460000.0,520000.0,538000.0,570000.0,575000,630000,710000,661000,13,73,5.6,Wollert
3147,Eastern municipalities and their suburbs,City of Boroondara,Mid,870000.0,1000000.0,1200000.0,1435000.0,1567500.0,1812500.0,1712500.0,1641500.0,1600000,2000000,2005000,1715000,0,130,8.7,"Ashburton, Ashwood"
3147,Southeastern municipalities and their suburbs,City of Monash,Mid,681000.0,775000.0,888000.0,1140000.0,1230000.0,1359000.0,1210000.0,1100000.0,1250500,1450000,1585000,1310000,9,133,8.8,"Ashburton, Ashwood"
3103,Eastern municipalities and their suburbs,City of Boroondara,Mid,1295000.0,1530000.0,1780000.0,2210000.0,2180000.0,2340000.0,2420000.0,2377500.0,2260000,2750000,2850500,3100000,4,120,8.2,"Balwyn, Deepdene"
3103,Eastern municipalities and their suburbs,City of Boroondara,Mid,1875000.0,1981000.0,2215000.0,2750000.0,2600000.0,2862500.0,2692500.0,2858000.0,3150000,3250000,3001000,2232000,-8,60,4.8,"Balwyn, Deepdene"
3104,Eastern municipalities and their suburbs,City of Boroondara,Mid,997500.0,1240000.0,1452000.0,1850000.0,1800000.0,1950000.0,1810000.0,1720000.0,1900000,2252500,2230000,2220000,-1,124,8.4,Balwyn North
3124,Eastern municipalities and their suburbs,City of Boroondara,Mid,1300000.0,1382000.0,1655000.0,1912500.0,2090000.0,2300000.0,2155000.0,2070000.0,2072500,2567000,2650000,2250000,3,104,7.4,Camberwell
3146,Eastern municipalities and their suburbs,City of Boroondara,Mid,1200000.0,1310000.0,1500000.0,1800000.0,1935000.0,2025000.0,1927500.0,1967000.0,2130000,2492500,2500000,2235000,0,108,7.6,"Glen Iris, Glen Iris"
3146,Southeastern municipalities and their suburbs,City of Stonnington,Mid,1200000.0,1310000.0,1500000.0,1800000.0,1935000.0,2025000.0,1927500.0,1967000.0,2130000,2492500,2500000,2235000,0,108,7.6,"Glen Iris, Glen Iris"
3122,Eastern municipalities and their suburbs,City of Boroondara,Mid,1405000.0,1575000.0,1606500.0,1916500.0,2245000.0,2650000.0,2506500.0,2200000.0,2512500,2915000,2475000,2601000,-15,76,5.8,Hawthorn
3123,Eastern municipalities and their suburbs,City of Boroondara,Mid,1300000.0,1247500.0,1554000.0,1850000.0,1890000.0,2350000.0,2221500.0,2087500.0,2383000,2300000,2521500,2215000,10,94,6.8,Hawthorn East
3101,Eastern municipalities and their suburbs,City of Boroondara,Mid,1500000.0,1751000.0,1950000.0,2080000.0,2207500.0,2317500.0,2380000.0,2310000.0,2251500,2775000,2850000,2735000,3,90,6.6,Kew
3102,Eastern municipalities and their suburbs,City of Boroondara,Mid,1005000.0,1210000.0,1314000.0,1600000.0,1655000.0,1876000.0,1800000.0,1837000.0,1785000,1990000,2040000,4600000,3,103,7.3,"Kew East, Kew North"
3102,Eastern municipalities and their suburbs,City of Boroondara,Mid,995500.0,1260000.0,1301000.0,1665000.0,1827500.0,1880000.0,1767500.0,1833000.0,1840000,2086000,2255000,2607500,8,127,8.5,"Kew East, Kew North"
3127,Eastern municipalities and their suburbs,City of Boroondara,Mid,1177500.0,1316000.0,1490000.0,1863000.0,1921000.0,2100000.0,1990000.0,1690000.0,2170000,2372500,2320000,1702000,-2,97,7.0,"Mont Albert, Mont Albert North, Surrey Hills, Mont Albert, Surrey Hills"
3127,Eastern municipalities and their suburbs,City of Whitehorse,Mid,1177500.0,1316000.0,1490000.0,1863000.0,1921000.0,2100000.0,1990000.0,1690000.0,2170000,2372500,2320000,1702000,-2,97,7.0,"Mont Albert, Mont Albert North, Surrey Hills, Mont Albert, Surrey Hills"
3127,Eastern municipalities and their suburbs,City of Boroondara,Mid,780000.0,995000.0,1100000.0,1400000.0,1490000.0,1565000.0,1460000.0,1380000.0,1437000,1580000,1643000,1751500,4,111,7.7,"Mont Albert, Mont Albert North, Surrey Hills, Mont Albert, Surrey Hills"
3127,Eastern municipalities and their suburbs,City of Boroondara,Mid,1121500.0,1323000.0,1450000.0,1750000.0,1800500.0,2170000.0,1900000.0,1890000.0,1880000,2310000,2320000,2270000,0,107,7.5,"Mont Albert, Mont Albert North, Surrey Hills, Mont Albert, Surrey Hills"
3127,Eastern municipalities and their suburbs,City of Whitehorse,Mid,1121500.0,1323000.0,1450000.0,1750000.0,1800500.0,2170000.0,1900000.0,1890000.0,1880000,2310000,2320000,2270000,0,107,7.5,"Mont Albert, Mont Albert North, Surrey Hills, Mont Albert, Surrey Hills"
3129,Eastern municipalities and their suburbs,City of Whitehorse,Mid,780000.0,995000.0,1100000.0,1400000.0,1490000.0,1565000.0,1460000.0,1380000.0,1437000,1580000,1643000,1751500,4,111,7.7,"Box Hill North, Mont Albert North"
3129,Eastern municipalities and their suburbs,City of Whitehorse,Mid,648500.0,746000.0,856500.0,1060000.0,1146000.0,1321000.0,1188000.0,1200000.0,1191500,1321000,1325000,1100000,0,104,7.4,"Box Hill North, Mont Albert North"
3153,Eastern municipalities and their suburbs,City of Knox,Mid,426500.0,458500.0,525000.0,632500.0,693000.0,800500.0,753000.0,720000.0,745500,870000,902000,873500,4,112,7.8,"Bayswater, Bayswater North"
3153,Eastern municipalities and their suburbs,City of Maroondah,Mid,427500.0,468500.0,490000.0,580000.0,628000.0,737500.0,713000.0,695000.0,731000,855500,869500,831000,2,103,7.4,"Bayswater, Bayswater North"
3155,Eastern municipalities and their suburbs,City of Knox,Mid,430000.0,459500.0,500500.0,592500.0,648500.0,735000.0,742500.0,680000.0,715000,845000,832500,782500,-1,94,6.8,Boronia
3156,Eastern municipalities and their suburbs,City of Knox,Mid,429500.0,451000.0,505000.0,599000.0,660000.0,749000.0,732500.0,692000.0,750000,865000,873000,860000,1,103,7.4,"Ferntree Gully, Lysterfield, Upper Ferntree Gully, Upper Ferntree Gully, Lysterfield, Lysterfield South"
3156,Eastern municipalities and their suburbs,City of Knox,Mid,643500.0,681500.0,670000.0,780000.0,857500.0,995500.0,976500.0,956500.0,994500,1132000,1260000,810000,11,96,6.9,"Ferntree Gully, Lysterfield, Upper Ferntree Gully, Upper Ferntree Gully, Lysterfield, Lysterfield South"
3156,Eastern municipalities and their suburbs,City of Knox,Mid,643500.0,681500.0,670000.0,780000.0,857500.0,995500.0,976500.0,956500.0,994500,1132000,1260000,810000,11,96,6.9,"Ferntree Gully, Lysterfield, Upper Ferntree Gully, Upper Ferntree Gully, Lysterfield, Lysterfield South"
3156,Eastern municipalities and their suburbs,City of Knox,Mid,410000.0,435000.0,500000.0,515000.0,582000.0,685000.0,700000.0,642500.0,735000,865000,885000,723000,2,116,8.0,"Ferntree Gully, Lysterfield, Upper Ferntree Gully, Upper Ferntree Gully, Lysterfield, Lysterfield South"
3156,Eastern municipalities and their suburbs,City of Knox,Mid,410000.0,435000.0,500000.0,515000.0,582000.0,685000.0,700000.0,642500.0,735000,865000,885000,723000,2,116,8.0,"Ferntree Gully, Lysterfield, Upper Ferntree Gully, Upper Ferntree Gully, Lysterfield, Lysterfield South"
3156,Southeastern municipalities and their suburbs,City of Knox,Mid,830000.0,931500.0,1000000.0,1018500.0,1240000.0,1300000.0,1275000.0,775000.0,1410000,1618000,1844000,,14,122,8.3,"Ferntree Gully, Lysterfield, Upper Ferntree Gully, Upper Ferntree Gully, Lysterfield, Lysterfield South"
3180,Eastern municipalities and their suburbs,City of Knox,Mid,465000.0,500000.0,580000.0,681000.0,741000.0,870000.0,815000.0,760000.0,810000,980000,970000,808000,-1,109,7.6,Knoxfield
3178,Eastern municipalities and their suburbs,City of Knox,Mid,530000.0,570000.0,617500.0,710000.0,778000.0,867000.0,838000.0,815500.0,838000,1000500,1080000,1050000,8,104,7.4,Rowville
3154,Eastern municipalities and their suburbs,City of Knox,Mid,410000.0,430000.0,463500.0,550000.0,595000.0,610000.0,682500.0,695000.0,739000,875000,853000,857000,-3,108,7.6,The Basin
3152,Eastern municipalities and their suburbs,City of Knox,Mid,515000.0,576000.0,667500.0,764000.0,801000.0,953000.0,906500.0,850000.0,907000,1065000,1102500,1053000,4,114,7.9,"Wantirna, Wantirna South, Studfield"
3152,Eastern municipalities and their suburbs,City of Knox,Mid,542500.0,579000.0,676500.0,829000.0,875000.0,1005000.0,1000000.0,988500.0,1015000,1223500,1225000,1210000,0,126,8.5,"Wantirna, Wantirna South, Studfield"
3152,Eastern municipalities and their suburbs,City of Knox,Mid,480500.0,532500.0,617500.0,785000.0,853000.0,957500.0,906000.0,811000.0,836000,1027500,955000,1280000,-7,99,7.1,"Wantirna, Wantirna South, Studfield"
3105,Eastern municipalities and their suburbs,City of Manningham,Mid,707000.0,780000.0,861000.0,1095000.0,1170000.0,1300000.0,1230000.0,1105000.0,1177000,1360000,1395000,1302000,3,97,7.0,Bulleen
3108,Eastern municipalities and their suburbs,City of Manningham,Mid,720000.0,850000.0,999000.0,1176000.0,1297500.0,1366500.0,1320000.0,1270000.0,1280000,1500000,1500000,1320000,0,108,7.6,Doncaster
3109,Eastern municipalities and their suburbs,City of Manningham,Mid,682000.0,789000.0,894500.0,1113500.0,1230000.0,1360000.0,1222000.0,1198000.0,1255000,1500000,1535000,1500000,2,125,8.5,Doncaster East
3111,Eastern municipalities and their suburbs,City of Manningham,Mid,681000.0,735000.0,840000.0,964000.0,970000.0,1201000.0,1182500.0,1140000.0,1195000,1337500,1440000,1250000,8,111,7.8,Donvale
3106,Eastern municipalities and their suburbs,City of Manningham,Mid,811000.0,865000.0,951500.0,1180000.0,1260000.0,1415000.0,1308000.0,1292500.0,1381500,1603000,1621500,1450000,1,100,7.2,Templestowe
3107,Eastern municipalities and their suburbs,City of Manningham,Mid,670000.0,750000.0,830000.0,1060000.0,1105500.0,1302000.0,1150000.0,1080000.0,1189000,1430000,1390000,1580000,-3,107,7.6,"Templestowe Lower, Macedon"
3107,Eastern municipalities and their suburbs,City of Manningham,Mid,525000.0,490000.0,460000.0,532500.0,585000.0,696000.0,815000.0,800000.0,883000,1130000,1073000,1105000,-5,104,7.4,"Templestowe Lower, Macedon"
3113,Eastern municipalities and their suburbs,City of Manningham,Mid,620000.0,640000.0,760000.0,829000.0,890000.0,1042500.0,1110000.0,994000.0,996000,1285000,1300000,1380000,1,110,7.7,Warrandyte
3131,Eastern municipalities and their suburbs,City of Manningham,Mid,591500.0,637500.0,721500.0,880000.0,970000.0,1090000.0,986000.0,951000.0,1038500,1250000,1150000,1100000,-8,94,6.9,"Nunawading, Forest Hill, Nunawading"
3131,Eastern municipalities and their suburbs,City of Whitehorse,Mid,591500.0,637500.0,721500.0,880000.0,970000.0,1090000.0,986000.0,951000.0,1038500,1250000,1150000,1100000,-8,94,6.9,"Nunawading, Forest Hill, Nunawading"
3131,Eastern municipalities and their suburbs,City of Whitehorse,Mid,565000.0,650500.0,721000.0,892000.0,933500.0,1060000.0,935000.0,900000.0,986000,1207500,1155500,1100000,-4,105,7.4,"Nunawading, Forest Hill, Nunawading"
3134,Eastern municipalities and their suburbs,City of Manningham,Mid,564000.0,630500.0,662000.0,783500.0,844000.0,960500.0,920000.0,870000.0,957500,1183000,1200000,980000,1,113,7.8,"Ringwood North, Ringwood, Ringwood North, Warranwood"
3134,Eastern municipalities and their suburbs,City of Maroondah,Mid,564000.0,630500.0,662000.0,783500.0,844000.0,960500.0,920000.0,870000.0,957500,1183000,1200000,980000,1,113,7.8,"Ringwood North, Ringwood, Ringwood North, Warranwood"
3134,Eastern municipalities and their suburbs,City of Maroondah,Mid,503500.0,552000.0,660000.0,777500.0,837500.0,910500.0,896500.0,801000.0,900000,1018000,1036500,1047500,2,106,7.5,"Ringwood North, Ringwood, Ringwood North, Warranwood"
3134,Eastern municipalities and their suburbs,City of Maroondah,Mid,654000.0,603000.0,665000.0,790000.0,865000.0,943500.0,1010000.0,935000.0,957000,1145000,1345000,1152500,17,106,7.5,"Ringwood North, Ringwood, Ringwood North, Warranwood"
3136,Eastern municipalities and their suburbs,City of Maroondah,Mid,450000.0,470000.0,525000.0,605000.0,695000.0,810000.0,792500.0,735000.0,785000,920000,900000,845500,-2,100,7.2,"Croydon, Croydon Hills, Croydon North, Croydon South"
3136,Eastern municipalities and their suburbs,City of Maroondah,Mid,538000.0,571500.0,606000.0,697000.0,730000.0,875000.0,877500.0,835000.0,920000,1100000,1104000,1054500,0,105,7.5,"Croydon, Croydon Hills, Croydon North, Croydon South"
3136,Eastern municipalities and their suburbs,City of Maroondah,Mid,520000.0,540500.0,600000.0,702500.0,790500.0,872000.0,840000.0,827500.0,860500,1050000,1069000,1182500,2,106,7.5,"Croydon, Croydon Hills, Croydon North, Croydon South"
3136,Eastern municipalities and their suburbs,City of Maroondah,Mid,436500.0,442000.0,530000.0,600000.0,655000.0,800000.0,757500.0,715500.0,740000,890000,864000,880000,-3,98,7.1,"Croydon, Croydon Hills, Croydon North, Croydon South"
3135,Eastern municipalities and their suburbs,City of Maroondah,Mid,525000.0,589000.0,638000.0,760000.0,789000.0,925000.0,932000.0,873000.0,930000,1094000,1077000,1028000,-2,105,7.4,"Heathmont, Eastwood, Ringwood East"
3135,Eastern municipalities and their suburbs,City of Maroondah,Mid,332000.0,335000.0,342000.0,335000.0,357500.0,380000.0,385000.0,410000.0,417000,535000,590000,670000,10,78,5.9,"Heathmont, Eastwood, Ringwood East"
3135,Eastern municipalities and their suburbs,City of Maroondah,Mid,490000.0,547000.0,612000.0,750000.0,806000.0,901000.0,881000.0,809000.0,866000,1050000,975000,1025000,-7,99,7.1,"Heathmont, Eastwood, Ringwood East"
3137,Eastern municipalities and their suburbs,City of Maroondah,Mid,501000.0,542500.0,575000.0,676000.0,738000.0,845000.0,826000.0,780500.0,870000,977500,1080000,865000,10,116,8.0,"Kilsyth South, Kilsyth"
3137,Eastern municipalities and their suburbs,Shire of Yarra Ranges,Outer,415000.0,435000.0,460000.0,548500.0,620000.0,698500.0,685500.0,645000.0,677500,781500,840000,760000,8,102,7.3,"Kilsyth South, Kilsyth"
3130,Eastern municipalities and their suburbs,City of Whitehorse,Mid,750000.0,860500.0,936000.0,1200500.0,1241000.0,1410000.0,1370500.0,1305000.0,1405000,1640500,1551000,1481000,-5,107,7.5,"Blackburn, Blackburn North, Blackburn South"
3130,Eastern municipalities and their suburbs,City of Whitehorse,Mid,609000.0,692000.0,790000.0,921500.0,1040000.0,1140500.0,1038000.0,1017500.0,1090000,1300000,1230000,1340000,-5,102,7.3,"Blackburn, Blackburn North, Blackburn South"
3130,Eastern municipalities and their suburbs,City of Whitehorse,Mid,632000.0,697500.0,780000.0,920500.0,1050000.0,1200000.0,1063500.0,1034000.0,1100500,1338500,1295000,1285000,-3,105,7.4,"Blackburn, Blackburn North, Blackburn South"
3128,Eastern municipalities and their suburbs,City of Whitehorse,Mid,852000.0,855000.0,1067000.0,1350000.0,1360500.0,1752500.0,1700500.0,1545000.0,1512500,1630500,1713500,1455500,5,101,7.2,"Box Hill, Box Hill South"
3128,Eastern municipalities and their suburbs,City of Whitehorse,Mid,715000.0,785000.0,910000.0,1153000.0,1255000.0,1409000.0,1285500.0,1177500.0,1252500,1559000,1439000,1280000,-8,101,7.2,"Box Hill, Box Hill South"
3125,Eastern municipalities and their suburbs,City of Whitehorse,Mid,765000.0,780000.0,921000.0,1190000.0,1219000.0,1357000.0,1320000.0,1170000.0,1275000,1430500,1381000,1370000,-3,81,6.1,"Burwood, Burwood"
3125,Southeastern municipalities and their suburbs,City of Monash,Mid,765000.0,780000.0,921000.0,1190000.0,1219000.0,1357000.0,1320000.0,1170000.0,1275000,1430500,1381000,1370000,-3,81,6.1,"Burwood, Burwood"
3151,Eastern municipalities and their suburbs,City of Whitehorse,Mid,617000.0,685500.0,782000.0,982500.0,1021000.0,1126500.0,1005000.0,1106000.0,1101000,1252000,1257500,1183000,0,104,7.4,Burwood East
3132,Eastern municipalities and their suburbs,City of Whitehorse,Mid,584500.0,650000.0,730000.0,885500.0,941000.0,1070000.0,998000.0,942000.0,1066500,1212500,1200000,1155000,-1,105,7.5,Mitcham
3133,Eastern municipalities and their suburbs,City of Whitehorse,Mid,571000.0,610000.0,725000.0,855000.0,900000.0,1065000.0,980000.0,935500.0,1000000,1226500,1200000,1200000,-2,110,7.7,"Vermont, Vermont South"
3133,Eastern municipalities and their suburbs,City of Whitehorse,Mid,654500.0,722500.0,815000.0,1000000.0,1082500.0,1200500.0,1150000.0,1165000.0,1200000,1420000,1419000,1525000,0,117,8.0,"Vermont, Vermont South"
3160,Eastern municipalities and their suburbs,Shire of Yarra Ranges,Outer,390000.0,410000.0,426000.0,482500.0,545000.0,620000.0,676000.0,636000.0,680000,784000,850000,770000,8,118,8.1,"Belgrave, Belgrave Heights, Belgrave South, Tecoma"
3160,Eastern municipalities and their suburbs,Shire of Yarra Ranges,Outer,399000.0,430000.0,480000.0,590500.0,624000.0,687500.0,701500.0,685000.0,737500,902500,1055500,,17,165,10.2,"Belgrave, Belgrave Heights, Belgrave South, Tecoma"
3160,Eastern municipalities and their suburbs,Shire of Yarra Ranges,Outer,447500.0,548000.0,541000.0,555500.0,565000.0,689000.0,782500.0,665500.0,845000,1085000,919000,1300000,-15,105,7.5,"Belgrave, Belgrave Heights, Belgrave South, Tecoma"
3160,Eastern municipalities and their suburbs,Shire of Yarra Ranges,Outer,412000.0,415000.0,478000.0,510000.0,601500.0,709000.0,700000.0,662500.0,742500,920000,837500,737500,-9,103,7.4,"Belgrave, Belgrave Heights, Belgrave South, Tecoma"
3116,Eastern municipalities and their suburbs,Shire of Yarra Ranges,Outer,435500.0,450000.0,490500.0,542500.0,627000.0,735000.0,700000.0,680500.0,750000,900000,920000,852500,2,111,7.8,Chirnside Park
3140,Eastern municipalities and their suburbs,Shire of Yarra Ranges,Outer,420000.0,469000.0,482500.0,534000.0,633500.0,710500.0,705000.0,675500.0,716000,850000,877500,775000,3,109,7.6,Lilydale
3765,Eastern municipalities and their suburbs,Shire of Yarra Ranges,Outer,426000.0,445000.0,476500.0,559000.0,625000.0,700500.0,737500.0,707500.0,730000,842500,913500,767500,8,114,7.9,Montrose
3138,Eastern municipalities and their suburbs,Shire of Yarra Ranges,Outer,425000.0,440000.0,465000.0,558500.0,620000.0,725000.0,720000.0,670000.0,720000,836000,870000,770500,4,105,7.4,Mooroolbark
3796,Eastern municipalities and their suburbs,Shire of Yarra Ranges,Outer,393000.0,406000.0,428500.0,493500.0,551000.0,640000.0,671500.0,636000.0,710000,820000,875000,795000,7,123,8.3,Mount Evelyn
3158,Eastern municipalities and their suburbs,Shire of Yarra Ranges,Outer,422500.0,425000.0,476000.0,515000.0,585000.0,680000.0,710000.0,702500.0,760500,899000,890000,810000,-1,111,7.7,Upwey
3777,Eastern municipalities and their suburbs,Shire of Yarra Ranges,Outer,295000.0,315000.0,325000.0,345000.0,379000.0,465000.0,500000.0,498000.0,550000,665000,715000,610000,8,142,9.3,"Badger Creek, Healesville, Healesville"
3777,Eastern municipalities and their suburbs,Shire of Yarra Ranges,Outer,380000.0,385500.0,400000.0,447500.0,457000.0,550000.0,601000.0,580000.0,602500,750000,810000,745000,8,113,7.9,"Badger Creek, Healesville, Healesville"
3777,Eastern municipalities and their suburbs,Shire of Yarra Ranges,Outer,380000.0,385500.0,400000.0,447500.0,457000.0,550000.0,601000.0,580000.0,602500,750000,810000,745000,8,113,7.9,"Badger Creek, Healesville, Healesville"
3793,Eastern municipalities and their suburbs,Shire of Yarra Ranges,Outer,380000.0,395000.0,425000.0,471500.0,521500.0,608000.0,650000.0,630000.0,650000,790000,799000,815000,1,110,7.7,Monbulk
3767,Eastern municipalities and their suburbs,Shire of Yarra Ranges,Outer,476500.0,450000.0,610000.0,612500.0,641000.0,847000.0,647500.0,690000.0,791000,850000,1075000,750000,26,126,8.5,Mount Dandenong
3193,Southeastern municipalities and their suburbs,City of Bayside,Mid,997000.0,1074000.0,1129500.0,1345000.0,1455000.0,1611000.0,1674000.0,1587500.0,1725000,2100000,2070000,1865000,-1,108,7.6,"Beaumaris, Black Rock"
3193,Southeastern municipalities and their suburbs,City of Bayside,Mid,1175000.0,1225000.0,1400000.0,1545000.0,1745000.0,2017500.0,2029000.0,1793000.0,1920000,2605000,2557500,2237500,-2,118,8.1,"Beaumaris, Black Rock"
3186,Southeastern municipalities and their suburbs,City of Bayside,Mid,1789500.0,1802500.0,1940000.0,2302500.0,2740000.0,3050000.0,2888000.0,2675000.0,3148500,3522500,3450000,3195000,-2,93,6.8,Brighton
3187,Southeastern municipalities and their suburbs,City of Bayside,Mid,1075000.0,1230000.0,1300000.0,1600000.0,1750000.0,1900000.0,1880000.0,1700000.0,1950000,2257500,2312500,2425000,2,115,8.0,Brighton East
3192,Southeastern municipalities and their suburbs,City of Bayside,Mid,635500.0,695000.0,775000.0,867000.0,940500.0,1171000.0,1105000.0,1035000.0,1130000,1306000,1359500,1372500,4,114,7.9,"Cheltenham, Cheltenham, Cheltenham East, Cheltenham North"
3192,Southeastern municipalities and their suburbs,City of Kingston,Mid,635500.0,695000.0,775000.0,867000.0,940500.0,1171000.0,1105000.0,1035000.0,1130000,1306000,1359500,1372500,4,114,7.9,"Cheltenham, Cheltenham, Cheltenham East, Cheltenham North"
3192,Southeastern municipalities and their suburbs,City of Kingston,Mid,545000.0,600000.0,670000.0,770000.0,867500.0,982500.0,940000.0,940000.0,1010500,1190000,1157500,1173000,-3,112,7.8,"Cheltenham, Cheltenham, Cheltenham East, Cheltenham North"
3192,Southeastern municipalities and their suburbs,City of Kingston,Mid,570000.0,584000.0,662000.0,745000.0,900000.0,1025000.0,925000.0,913000.0,922500,1057500,1050000,1488000,-1,84,6.3,"Cheltenham, Cheltenham, Cheltenham East, Cheltenham North"
3188,Southeastern municipalities and their suburbs,City of Bayside,Mid,1200000.0,1270000.0,1340000.0,1650000.0,1800000.0,2020000.0,1905000.0,1900000.0,2000000,2425000,2332000,2142500,-4,94,6.9,"Hampton, Hampton East"
3188,Southeastern municipalities and their suburbs,City of Bayside,Mid,732500.0,770000.0,862500.0,1020000.0,1200000.0,1340000.0,1230000.0,1211500.0,1290500,1512500,1617500,1270000,7,121,8.2,"Hampton, Hampton East"
3190,Southeastern municipalities and their suburbs,City of Bayside,Mid,682500.0,750000.0,850000.0,992500.0,1175000.0,1318500.0,1275000.0,1234000.0,1325000,1585500,1465000,1535000,-8,115,7.9,"Highett, Highett"
3190,Southeastern municipalities and their suburbs,City of Kingston,Mid,682500.0,750000.0,850000.0,992500.0,1175000.0,1318500.0,1275000.0,1234000.0,1325000,1585500,1465000,1535000,-8,115,7.9,"Highett, Highett"
3191,Southeastern municipalities and their suburbs,City of Bayside,Mid,1175000.0,1210000.0,1305000.0,1490000.0,1760000.0,1862500.0,1850000.0,1665000.0,1850000,2395000,2384000,2090500,0,103,7.3,Sandringham
3189,Southeastern municipalities and their suburbs,City of Bayside,Mid,631000.0,682000.0,768000.0,855000.0,980000.0,1160000.0,1130000.0,1065000.0,1072500,1400000,1377500,1312500,-2,118,8.1,"Moorabbin, Moorabbin"
3189,Southeastern municipalities and their suburbs,City of Kingston,Mid,631000.0,682000.0,768000.0,855000.0,980000.0,1160000.0,1130000.0,1065000.0,1072500,1400000,1377500,1312500,-2,118,8.1,"Moorabbin, Moorabbin"
3807,Southeastern municipalities and their suburbs,Shire of Cardinia,Outer,511500.0,486500.0,525000.0,559000.0,585000.0,694500.0,730000.0,685000.0,711000,892000,940000,830000,5,84,6.3,Beaconsfield
3810,Southeastern municipalities and their suburbs,Shire of Cardinia,Outer,335000.0,335000.0,350000.0,367000.0,400000.0,470000.0,520000.0,485000.0,525000,600000,652000,638000,9,95,6.9,Pakenham
3815,Southeastern municipalities and their suburbs,Shire of Cardinia,Outer,342500.0,332500.0,325000.0,420000.0,357500.0,437500.0,550000.0,500500.0,541500,652500,750000,900000,15,119,8.2,Bunyip
3981,Southeastern municipalities and their suburbs,Shire of Cardinia,Outer,320000.0,315000.0,335000.0,345000.0,400000.0,450500.0,508500.0,550000.0,540000,610000,700000,640000,15,119,8.1,Koo Wee Rup
3806,Southeastern municipalities and their suburbs,City of Casey,Outer,451000.0,453000.0,487500.0,535000.0,583000.0,670000.0,690500.0,671000.0,700000,820000,885000,850000,8,96,7.0,Berwick
3977,Southeastern municipalities and their suburbs,City of Casey,Outer,500000.0,492000.0,519000.0,565000.0,600000.0,690000.0,730000.0,700000.0,726000,847000,930000,860000,10,86,6.4,"Botanic Ridge, Cranbourne, Cranbourne East, Cranbourne North, Cranbourne West, Cranbourne South, Junction Village, Fiveways, Sandhurst, Skye"
3977,Southeastern municipalities and their suburbs,City of Casey,Outer,313000.0,315000.0,331500.0,360000.0,406000.0,510000.0,540000.0,500000.0,510000,616500,660000,633000,7,111,7.8,"Botanic Ridge, Cranbourne, Cranbourne East, Cranbourne North, Cranbourne West, Cranbourne South, Junction Village, Fiveways, Sandhurst, Skye"
3977,Southeastern municipalities and their suburbs,City of Casey,Outer,370000.0,390000.0,410000.0,437000.0,460000.0,535000.0,574500.0,567000.0,590000,666000,720000,687000,8,95,6.9,"Botanic Ridge, Cranbourne, Cranbourne East, Cranbourne North, Cranbourne West, Cranbourne South, Junction Village, Fiveways, Sandhurst, Skye"
3977,Southeastern municipalities and their suburbs,City of Casey,Outer,370000.0,370000.0,375000.0,410000.0,455000.0,541000.0,600000.0,570000.0,587500,653500,720000,705000,10,95,6.9,"Botanic Ridge, Cranbourne, Cranbourne East, Cranbourne North, Cranbourne West, Cranbourne South, Junction Village, Fiveways, Sandhurst, Skye"
